250,	0
251,	2
252,	2
253,	6
254,	2
255,	7
256,	2
257,	8
258,	1
259,	3
260,	2
261,	4
262,	1
263,	3
264,	5
265,	5
266,	7
267,	1
268,	4
269,	4
270,	3
271,	3
272,	2
273,	6
274,	1
275,	5
276,	6
277,	2
278,	0
279,	3
280,	6
281,	3
282,	2
283,	3
284,	6
285,	7
286,	0
287,	2
288,	4
289,	6
290,	3
291,	1
292,	3
293,	2
294,	5
295,	1
296,	1
297,	1
298,	7
299,	3
300,	2
