250,	0
251,	2
252,	2
253,	3
254,	4
255,	7
256,	2
257,	4
258,	3
259,	3
260,	3
261,	3
262,	1
263,	3
264,	5
265,	7
266,	5
267,	0
268,	4
269,	3
270,	5
271,	3
272,	5
273,	4
274,	3
275,	5
276,	6
277,	4
278,	2
279,	5
280,	5
281,	3
282,	2
283,	2
284,	2
285,	6
286,	2
287,	4
288,	7
289,	2
290,	5
291,	4
292,	6
293,	3
294,	4
295,	4
296,	2
297,	4
298,	4
299,	5
300,	4
